784 30 10 
-0.3915938399 0.9834895509 -0.4219030302 0.6012835270 -0.2144365395 0.0220448866 -0.9989706865 -0.2203364452 -0.2015530944 0.4195461727 -0.0500244728 0.8060457925 0.8739169339 0.9563598836 -0.8280159434 0.9737834910 -0.0994360209 -0.7720329118 -0.7310836147 -0.6121123253 -0.6759817200 0.3516384200 -0.2784655671 0.7714132215 0.9683123497 0.7871689861 0.6299141070 0.3676469867 -0.4113948640 -0.0673733066 
-0.3902390439 0.8119832617 0.9412108105 0.0048584968 -0.9239577519 0.0964837809 0.9920562194 -0.4898826501 -0.0640162260 -0.9920514361 -0.0033021369 -0.0253296559 -0.1499959324 0.2056359998 -0.8915913877 -0.3137312886 -0.9011130277 0.9956405017 0.0380983081 -0.0652436499 0.5412919095 0.2859008109 -0.7306836016 -0.8247158635 0.1286621821 -0.4941655657 0.1452256961 -0.0278645987 -0.0213860720 -0.0243833234 
-0.1093777582 0.6610615080 -0.2193282162 -0.7165953815 0.9806908129 0.2220859839 0.2113349723 0.8388933724 -0.5801617276 -0.6456793055 -0.3615618703 -0.2706147393 -0.6034925292 0.9480001172 -0.5513362145 0.8938348952 0.8852075708 0.2300854620 -0.0222584490 0.4094047674 -0.7198165973 -0.0078795552 -0.9739849161 0.7349184657 0.0937145022 -0.1750528733 -0.2791923530 -0.0818337975 -0.9344981411 0.6134033673 
-0.5200899610 0.9700237457 0.4272259680 -0.3855415876 0.8717318259 -0.9499178675 0.5808891719 -0.5580853013 -0.0903336227 -0.7334576848 -0.3123802982 0.3003691516 0.6317170933 -0.6038961120 -0.7964112290 0.9244302883 -0.6352874237 -0.3125161274 0.2193803219 -0.8090867608 0.3172331808 0.6417272802 -0.5740596091 0.9572336636 -0.7850947512 -0.3713757372 0.4004175602 -0.4130826891 0.7978084469 0.8579066555 
-0.0693855978 -0.2750643250 -0.4395690584 0.6733366688 0.9078299453 -0.7838059267 -0.7467761326 0.3795906879 0.9114750962 0.7408798056 -0.8890532145 -0.8713555238 -0.9743755303 0.5608573182 -0.0664568445 -0.0552911042 0.5162766941 0.6110531566 0.8012009064 -0.1355854180 0.0708344414 0.6294768500 -0.6926493585 -0.5902021519 -0.3173906851 -0.4202436672 -0.2730705565 -0.7204915388 -0.5299592002 0.9766755011 
-0.4078915497 0.0867464457 0.6271314692 0.8817079302 0.0177264532 -0.3218285352 -0.9844467608 0.1293824920 0.7458214629 -0.7750870470 0.7245936679 -0.9753449632 0.2182234805 -0.3275462261 -0.7993177847 -0.3634412816 -0.0554736613 -0.0427487298 -0.7689870702 -0.6053637605 0.6687051021 -0.0700188209 -0.4766568358 -0.0529689621 -0.1717426577 0.6018241628 -0.4634918237 0.0344300848 -0.2047122697 -0.6526984982 
-0.8267493767 -0.5221485903 -0.2312209761 0.8453599919 0.5524222032 0.5044203107 -0.3224167419 -0.0435728505 0.6594418223 0.7741739454 0.3438158475 -0.0520424458 0.9373734389 0.0799209015 0.4076988214 0.9133932982 -0.2717965388 -0.0153813293 -0.4568448879 0.5584503389 -0.1357356007 -0.4576105182 0.5254239214 0.7953225255 -0.0806029517 0.1410140452 0.0561439297 0.0049050811 -0.7522375143 -0.4189779922 
0.5547582920 0.8750686920 0.9027400294 0.8757584140 0.4896820332 -0.0550494713 0.1958572593 0.3785088533 -0.1374186221 -0.4489717377 -0.8265219977 -0.6768841632 0.1223795362 -0.4640910970 -0.9609864802 0.1125460576 -0.2969070237 0.3341138269 0.6608471796 0.7649409774 0.3927513085 -0.4337757223 0.9454463307 -0.7850856271 -0.6234526086 -0.8110081119 -0.8933827723 -0.3916912036 0.9260427635 0.7553458487 
-0.6895569359 0.9828305190 0.4099447882 -0.0508365151 0.9087612875 0.0846230564 0.0763602297 -0.9913159028 -0.4086921558 0.3477358765 -0.5973521478 -0.7200084939 -0.4755831180 -0.5814795469 -0.3234751081 0.4788209242 0.1291463612 0.6093544952 -0.2510228644 -0.4573386758 0.0284191448 -0.5817806862 -0.7856860857 -0.5196112710 -0.8977871490 -0.8355045586 0.7137442699 0.5556498246 0.8308242814 0.3549291416 
0.1728654348 0.4648072248 -0.1588440671 0.5154327250 0.8516731868 -0.0832180560 0.5903451792 -0.5809541723 0.2283301097 -0.7744583518 0.8172800586 0.5888558393 0.1719812046 -0.6847407732 0.5730630563 -0.8298756488 0.5971894968 0.0924320482 0.1855015919 0.1606329822 0.5917747073 -0.0517920575 -0.6566065198 -0.0400191035 0.0688418335 -0.9974772776 -0.4897409983 0.0040992182 0.8836879097 0.7415936501 
